OrderID,Date,Salesperson,Region,Product,Qty,Price,Discount,Revenue,Returns,Profit
1038,2024-12-29,James,South,Phone,3,25,0.15,63.75,50,20.443773617765395
1039,2024-02-24,John,West,Monitor,3,25,0.0,75.0,0,28.39892821158701
1040,2024-08-31,Kwame,South,Laptop,4,800,0.15,2720.0,0,1070.4342821743232
1041,2024-11-15,Zara,East,Monitor,4,45,0.2,144.0,100,36.36787861082556
1042,2024-05-10,Chen,East,Monitor,7,800,0.2,4480.0,0,1254.885181294591
1043,2024-11-02,Priya,East,Laptop,1,800,0.15,680.0,20,275.088241978878
1044,2024-05-14,Amara,North,Keyboard,7,75,0.2,420.0,100,108.7701743111521
1045,2024-01-21,John,South,Monitor,7,450,0.05,2992.5,0,1161.6302660563995
1046,2024-11-24,James,West,Monitor,3,25,0.15,63.75,100,27.558978169236113
1047,2024-06-15,Priya,West,Keyboard,2,800,0.05,1520.0,50,512.1839301190113
1048,2024-09-30,Priya,West,Monitor,3,800,0.05,2280.0,100,849.273064617092
1049,2024-03-29,Amara,North,Monitor,1,45,0.1,40.5,10,15.85693234129979
1050,2024-11-11,Chen,North,Monitor,6,800,0.15,4080.0,10,1646.3285302494903
1051,2024-01-14,Chen,East,Headset,4,250,0.2,800.0,0,214.81280108563104
1052,2024-08-29,Kwame,West,Tablet,4,450,0.05,1710.0,100,282.79815455728703
1053,2024-09-21,James,North,Keyboard,1,25,0.1,22.5,0,6.0876648308479915
1054,2024-12-11,Chen,East,Monitor,7,25,0.15,148.75,0,52.378871754115
1055,2024-02-22,Zara,West,Headset,2,45,0.15,76.5,0,21.810541353669198
1056,2024-12-05,Chen,South,Keyboard,4,75,0.0,300.0,20,112.40668357743587
1057,2024-04-01,Priya,East,Phone,5,25,0.0,125.0,50,32.13684110507489
1058,2024-09-20,Amara,North,Phone,7,250,0.05,1662.5,20,565.9536403756348
1059,2024-02-04,Zara,North,Monitor,4,25,0.0,100.0,100,20.592594145619238
1060,2024-07-24,Kwame,East,Headset,5,250,0.05,1187.5,20,445.08786180476596
1061,2024-03-21,James,East,Headset,1,450,0.2,360.0,0,112.9351646318068
1062,2024-02-19,Kwame,North,Keyboard,1,450,0.05,427.5,20,90.29625783110153
1063,2024-12-25,Priya,South,Keyboard,7,120,0.0,840.0,0,199.56161572144742
1064,2024-01-02,Zara,West,Headset,4,120,0.2,384.0,0,143.8397232286271
1065,2024-02-23,Zara,South,Keyboard,3,250,0.0,750.0,0,221.08527802384214
1066,2024-04-15,Zara,East,Headset,5,75,0.05,356.25,100,76.52586019200959
1067,2024-09-16,Priya,South,Tablet,2,25,0.1,45.0,0,19.80816106999902
1068,2024-11-05,Priya,North,Headset,4,800,0.15,2720.0,100,991.5420161705806
1069,2024-07-09,Kwame,East,Phone,2,25,0.0,50.0,100,21.857022488096945
1070,2024-08-05,John,West,Keyboard,4,120,0.05,456.0,20,126.82797020529495
1071,2024-02-13,Kwame,North,Headset,3,800,0.2,1920.0,0,561.657796238431
1072,2024-06-10,James,North,Headset,3,250,0.0,750.0,100,314.5399236416293
1073,2024-07-20,Amara,West,Keyboard,7,800,0.0,5600.0,0,1722.0828916122462
1074,2024-09-26,Zara,West,Tablet,7,25,0.15,148.75,0,53.8748214437904
1075,2024-12-16,John,South,Tablet,3,25,0.05,71.25,0,16.077695256466953
1076,2024-10-30,Amara,East,Keyboard,6,75,0.1,405.0,10,115.02726594737085
1077,2024-09-27,John,West,Laptop,3,45,0.2,108.0,20,20.199775652255504
1078,2024-08-02,Chen,West,Keyboard,1,800,0.05,760.0,100,160.96344817994728
1079,2024-09-08,Chen,East,Keyboard,1,120,0.2,96.0,0,14.427170359707777
1080,2024-07-08,Lucy,West,Tablet,6,120,0.0,720.0,50,116.48125115611062
1081,2024-10-22,Chen,West,Tablet,5,45,0.15,191.25,10,84.75915935477633
1082,2024-07-31,Kwame,South,Keyboard,2,25,0.15,42.5,100,9.465009612993718
1083,2024-07-26,Chen,North,Keyboard,4,75,0.1,270.0,50,94.22816746982416
1084,2024-08-24,Priya,North,Keyboard,4,75,0.15,255.0,20,102.4411269581703
1085,2024-12-03,Zara,North,Tablet,6,120,0.0,720.0,20,226.9426591950979
1086,2024-02-22,Kwame,North,Keyboard,1,75,0.1,67.5,0,13.226176126700114
1087,2024-10-06,Amara,West,Keyboard,7,450,0.05,2992.5,0,1102.5415316185433
1088,2024-08-04,Lucy,East,Monitor,4,45,0.15,153.0,100,50.501539723570865
1089,2024-09-08,Lucy,East,Laptop,1,25,0.1,22.5,0,8.310941478094783
1090,2024-07-06,Lucy,South,Phone,5,450,0.0,2250.0,10,857.0789704285338
1091,2024-02-10,Amara,South,Laptop,2,45,0.2,72.0,100,31.868863941990497
1092,2024-06-05,Amara,West,Monitor,5,250,0.2,1000.0,10,322.068984008013
1093,2024-01-15,Amara,East,Phone,6,800,0.0,4800.0,0,1211.9632022744668
1094,2024-10-27,Amara,East,Keyboard,3,120,0.0,360.0,20,124.03417214522561
1095,2024-03-05,Lucy,North,Monitor,3,75,0.2,180.0,0,30.695798299101813
1096,2024-12-10,Lucy,West,Keyboard,3,250,0.1,675.0,20,282.9729569601212
1097,2024-11-22,John,West,Tablet,5,75,0.2,300.0,100,55.744291020437714
1098,2024-01-09,Kwame,North,Headset,4,450,0.0,1800.0,20,447.0351324583419
1099,2024-12-09,Zara,West,Monitor,2,25,0.15,42.5,0,16.77575360298304
1100,2024-05-08,Chen,West,Tablet,3,25,0.05,71.25,0,23.455052086818966
1101,2024-05-15,Chen,South,Monitor,6,25,0.15,127.5,10,34.18155865061216
1102,2024-03-03,Priya,East,Monitor,6,75,0.15,382.5,50,111.70174191328373
1103,2024-05-18,Lucy,West,Tablet,3,250,0.0,750.0,20,304.7731634704906
1104,2024-03-21,Priya,South,Phone,3,25,0.2,60.0,20,15.120078949078058
1105,2024-06-11,Kwame,East,Laptop,2,250,0.1,450.0,0,184.90270744964312
1106,2024-10-15,Kwame,North,Keyboard,3,75,0.15,191.25,100,33.744212977287674
1107,2024-09-17,Priya,South,Monitor,2,450,0.2,720.0,100,275.78846243706425
1108,2024-08-18,Lucy,South,Keyboard,6,250,0.1,1350.0,100,545.7567913871683
1109,2024-02-10,Priya,East,Headset,3,450,0.15,1147.5,50,234.71572698925385
1110,2024-01-28,Chen,North,Tablet,5,75,0.1,337.5,0,94.19758640268529
1111,2024-05-14,John,South,Keyboard,7,75,0.2,420.0,0,83.8529716076206
1112,2024-07-19,Chen,West,Tablet,5,120,0.05,570.0,50,206.32930605801127
1113,2024-11-23,James,West,Keyboard,6,75,0.2,360.0,0,111.81755895065892
1114,2024-09-24,Lucy,West,Laptop,2,75,0.0,150.0,20,51.08955060187445
1115,2024-02-02,Lucy,North,Laptop,5,45,0.1,202.5,10,42.311583242589826
1116,2024-02-17,Zara,South,Laptop,2,25,0.05,47.5,0,10.142378534246978
1117,2024-03-02,Amara,West,Laptop,5,120,0.1,540.0,0,87.72256673260483
1118,2024-08-03,James,North,Laptop,5,800,0.1,3600.0,0,887.8329380113881
1119,2024-10-19,Kwame,West,Laptop,2,120,0.15,204.0,50,64.85637327362092
1120,2024-04-08,Lucy,East,Tablet,4,120,0.0,480.0,0,195.54262761561534
1121,2024-06-20,Priya,South,Monitor,5,800,0.1,3600.0,0,1260.2816432553752
1122,2024-12-25,James,South,Keyboard,3,45,0.2,108.0,0,30.306840878151945
1123,2024-08-01,Zara,North,Laptop,7,450,0.2,2520.0,10,1098.5588064819683
1124,2024-02-04,Kwame,North,Tablet,6,75,0.15,382.5,0,139.90838676607672
1125,2024-08-14,Amara,South,Tablet,4,25,0.0,100.0,0,42.9049560858765
1126,2024-04-10,Amara,West,Tablet,2,250,0.0,500.0,10,154.13819599082484
1127,2024-05-10,Zara,West,Monitor,4,800,0.2,2560.0,0,582.8384830411312
1128,2024-09-13,Zara,East,Keyboard,1,450,0.05,427.5,50,70.90002252627559
1129,2024-01-05,Priya,West,Monitor,1,800,0.15,680.0,50,250.12130970270556
1130,2024-08-05,Lucy,North,Phone,5,75,0.15,318.75,0,59.4120991842792
1131,2024-09-11,Amara,North,Tablet,5,45,0.2,180.0,10,43.34985692668623
1132,2024-12-24,Kwame,West,Phone,3,800,0.2,1920.0,0,594.7032429411249
1133,2024-10-09,James,North,Headset,7,75,0.05,498.75,100,159.26333194654475
1134,2024-07-25,Kwame,South,Laptop,6,75,0.05,427.5,0,141.1497950136002
1135,2024-01-15,John,South,Laptop,4,45,0.0,180.0,50,35.977787838883835
1136,2024-12-11,John,West,Monitor,1,120,0.15,102.0,100,26.919964587542456
1137,2024-02-11,Zara,South,Keyboard,5,120,0.15,510.0,20,170.93071674889592
1138,2024-06-27,Priya,South,Phone,6,25,0.2,120.0,0,52.91347912681625
1139,2024-03-03,John,East,Keyboard,4,25,0.0,100.0,0,36.82893413099067
1140,2024-12-17,Amara,East,Monitor,5,120,0.15,510.0,0,217.65837483537555
1141,2024-08-18,Kwame,South,Laptop,5,450,0.0,2250.0,50,851.9931393620695
1142,2024-08-28,Kwame,West,Keyboard,1,250,0.0,250.0,20,81.87877266693005
1143,2024-02-21,Zara,East,Keyboard,1,75,0.2,60.0,0,12.456420644454202
1144,2024-04-05,Lucy,North,Laptop,5,250,0.0,1250.0,50,437.50711945969243
1145,2024-08-09,Lucy,North,Phone,2,75,0.05,142.5,10,48.02447644478603
1146,2024-08-18,James,North,Laptop,5,120,0.05,570.0,0,188.52222814819257
1147,2024-08-24,Zara,West,Keyboard,6,25,0.1,135.0,0,40.08632765352375
1148,2024-05-22,Chen,South,Phone,5,450,0.2,1800.0,10,555.4745661542089
1149,2024-06-19,James,North,Phone,3,25,0.1,67.5,100,16.897461174141608
1150,2024-01-29,Chen,West,Laptop,7,250,0.05,1662.5,0,508.3822054553487
1151,2024-02-05,Lucy,East,Keyboard,3,25,0.1,67.5,10,14.125507089989183
1152,2024-01-13,Zara,South,Monitor,3,120,0.2,288.0,0,112.76706793193657
1153,2024-06-08,Chen,East,Keyboard,2,450,0.2,720.0,0,148.12782221492088
1154,2024-11-22,Zara,West,Tablet,2,250,0.0,500.0,100,87.74494348341996
1155,2024-07-05,Zara,North,Headset,5,450,0.15,1912.5,0,537.1711576224191
1156,2024-08-30,Lucy,North,Monitor,3,75,0.0,225.0,10,78.18575216665917
1157,2024-03-26,James,West,Phone,2,25,0.2,40.0,10,11.252601899202496
1158,2024-10-10,James,North,Monitor,1,450,0.05,427.5,0,99.61871742275534
1159,2024-03-06,Zara,South,Phone,5,45,0.05,213.75,10,67.85522716697452
1160,2024-06-18,John,West,Phone,6,25,0.0,150.0,50,38.115105093549
1161,2024-02-14,Priya,East,Monitor,7,75,0.2,420.0,0,180.54132895595578
1162,2024-03-02,Lucy,West,Phone,4,450,0.05,1710.0,0,729.8169566166325
1163,2024-05-13,Priya,South,Phone,5,250,0.2,1000.0,0,300.7115459916286
1164,2024-10-10,Priya,South,Tablet,4,75,0.05,285.0,0,70.7840814885611
1165,2024-01-28,James,West,Keyboard,3,45,0.2,108.0,50,40.08309021219511
1166,2024-04-17,James,West,Keyboard,7,450,0.1,2835.0,100,456.47435843234814
1167,2024-02-13,John,North,Headset,4,800,0.2,2560.0,50,748.6225966415242
1168,2024-12-05,Priya,South,Headset,3,800,0.2,1920.0,20,481.72227509971214
1169,2024-10-12,Priya,West,Tablet,1,120,0.0,120.0,20,51.13929186369197
1170,2024-11-26,Zara,West,Headset,4,25,0.1,90.0,20,13.824081736362427
1171,2024-05-07,James,South,Monitor,7,250,0.15,1487.5,0,469.81863828931324
1172,2024-12-13,Priya,West,Laptop,5,120,0.0,600.0,10,223.3194445919927
1173,2024-08-18,Kwame,North,Laptop,3,450,0.15,1147.5,50,339.0924422051512
1174,2024-07-08,John,South,Laptop,5,800,0.05,3800.0,0,667.3594543855027
1175,2024-08-12,Chen,North,Tablet,7,800,0.15,4760.0,100,2102.6748649598444
1176,2024-10-09,Kwame,North,Tablet,2,800,0.2,1280.0,0,390.9160056484217
1177,2024-04-30,Kwame,North,Phone,3,450,0.15,1147.5,0,383.5586146068197
1178,2024-04-25,Chen,North,Laptop,4,800,0.0,3200.0,0,707.145391399207
1179,2024-08-20,Lucy,South,Monitor,3,75,0.0,225.0,100,66.38612074470926
1180,2024-09-15,Lucy,North,Headset,5,450,0.15,1912.5,20,533.0995210110872
1181,2024-12-24,John,North,Monitor,1,250,0.0,250.0,0,43.117188150148785
1182,2024-07-16,Kwame,West,Headset,3,120,0.0,360.0,100,65.46531818312647
1183,2024-05-16,Priya,South,Laptop,4,250,0.15,850.0,100,341.0554925027875
1184,2024-11-13,James,South,Laptop,2,45,0.1,81.0,10,17.977624838620144
1185,2024-06-13,John,East,Laptop,6,800,0.1,4320.0,100,900.6659198622252
1186,2024-08-12,Zara,South,Tablet,1,45,0.05,42.75,20,12.887989362283037
1187,2024-11-02,Chen,South,Headset,2,25,0.0,50.0,0,19.031206970437697
1188,2024-08-21,Kwame,East,Tablet,3,25,0.15,63.75,100,10.747227167823144
1189,2024-06-20,John,South,Tablet,5,45,0.0,225.0,0,72.68453457558228
1190,2024-05-31,Amara,South,Keyboard,7,450,0.2,2520.0,100,468.1230947874734
1191,2024-11-10,Amara,South,Monitor,5,250,0.0,1250.0,0,201.17289405960693
1192,2024-06-08,Lucy,South,Monitor,4,45,0.0,180.0,0,29.84817341675974
1193,2024-04-05,Chen,East,Phone,5,25,0.1,112.5,0,45.028038652034894
1194,2024-08-20,James,South,Tablet,1,45,0.15,38.25,100,7.091234249632007
1195,2024-06-28,Priya,South,Headset,5,450,0.0,2250.0,20,367.97717097829707
1196,2024-04-22,James,East,Keyboard,4,45,0.1,162.0,0,45.581934515145534
1197,2024-11-13,James,West,Keyboard,6,250,0.05,1425.0,50,574.5572092552155
1198,2024-02-21,James,North,Monitor,3,120,0.1,324.0,50,74.10609419476015
1199,2024-09-24,Chen,West,Tablet,7,450,0.1,2835.0,50,783.9165812057919
1200,2024-10-21,James,East,Phone,3,25,0.1,67.5,20,10.933431284415963
1201,2024-04-22,Zara,North,Tablet,5,250,0.0,1250.0,10,355.9044428005785
1202,2024-04-10,Chen,East,Laptop,2,45,0.0,90.0,0,29.095553177202614
1203,2024-04-22,Zara,East,Tablet,3,45,0.05,128.25,0,41.20314889311377
1204,2024-03-21,Chen,South,Laptop,6,120,0.2,576.0,0,143.84333240773032
1205,2024-07-05,Lucy,North,Laptop,5,25,0.2,100.0,0,24.465995419894064
1206,2024-04-22,John,South,Phone,7,25,0.2,140.0,100,25.478191995337113
1207,2024-01-02,Amara,North,Headset,4,75,0.05,285.0,50,74.11125641525597
1208,2024-05-09,James,East,Monitor,6,25,0.2,120.0,100,21.58180807942673
1209,2024-08-07,Lucy,East,Tablet,5,120,0.2,480.0,50,182.38981603853546
1210,2024-02-23,John,West,Laptop,6,800,0.1,4320.0,0,1900.291489881649
1211,2024-12-08,Amara,North,Tablet,3,75,0.0,225.0,0,99.23002582500273
1212,2024-08-11,Kwame,South,Headset,7,75,0.0,525.0,10,214.99869815162452
1213,2024-08-12,Priya,West,Monitor,4,45,0.1,162.0,100,53.4984984579055
1214,2024-05-05,Zara,West,Headset,5,45,0.1,202.5,10,72.95259110756571
1215,2024-05-09,Kwame,West,Monitor,1,25,0.1,22.5,10,5.300139168092795
1216,2024-02-22,Chen,South,Keyboard,4,75,0.0,300.0,10,101.76933781553585
1217,2024-06-20,Amara,West,Monitor,1,45,0.2,36.0,0,10.321015133950677
1218,2024-08-05,Kwame,South,Phone,6,120,0.1,648.0,0,190.90417085263567
1219,2024-06-08,Priya,West,Headset,2,45,0.05,85.5,0,32.261968773622804
1220,2024-07-16,Lucy,South,Laptop,4,450,0.1,1620.0,10,380.0123208202643
1221,2024-09-03,Amara,East,Keyboard,6,450,0.15,2295.0,0,563.220272651677
1222,2024-11-19,Kwame,East,Phone,1,45,0.1,40.5,10,17.30939776221294
1223,2024-07-21,Zara,East,Tablet,3,75,0.0,225.0,20,37.545139902440624
1224,2024-07-02,Zara,East,Headset,3,800,0.1,2160.0,50,638.6910253718446
1225,2024-05-02,John,East,Laptop,2,800,0.15,1360.0,0,576.4227265664076
1226,2024-09-11,Kwame,West,Monitor,4,75,0.05,285.0,20,94.93603716845243
1227,2024-10-20,James,West,Laptop,4,250,0.2,800.0,0,251.1376978109117
1228,2024-10-06,Kwame,West,Tablet,4,800,0.1,2880.0,0,647.7789708541629
1229,2024-11-20,Lucy,South,Keyboard,6,450,0.15,2295.0,0,580.5951742208725
1230,2024-04-07,Amara,South,Keyboard,7,120,0.15,714.0,100,289.6087706653652
1231,2024-07-16,Amara,South,Headset,7,75,0.05,498.75,0,158.48551296585558
1232,2024-08-27,Lucy,South,Keyboard,2,25,0.0,50.0,50,15.221132906351698
1233,2024-05-23,Kwame,East,Headset,4,450,0.1,1620.0,20,291.39574078045405
1234,2024-04-06,Lucy,East,Headset,6,120,0.15,612.0,50,94.7427695251606
1235,2024-07-19,Priya,East,Headset,3,120,0.05,342.0,100,150.17410035929123
1236,2024-05-03,Chen,North,Monitor,1,75,0.2,60.0,10,15.785751011163152
1237,2024-07-05,Lucy,West,Phone,6,120,0.15,612.0,50,202.549918201469
1238,2024-11-21,Zara,South,Headset,7,75,0.05,498.75,50,86.73986782564752
1239,2024-12-14,Lucy,South,Headset,7,800,0.0,5600.0,10,1987.6320000147184
1240,2024-09-15,Amara,East,Phone,3,45,0.0,135.0,0,58.018951702591416
1241,2024-05-27,Zara,South,Laptop,3,450,0.15,1147.5,10,370.2977633443618
1242,2024-09-08,Amara,South,Headset,1,250,0.15,212.5,20,39.91485180143243
1243,2024-12-11,John,West,Monitor,3,45,0.1,121.5,50,39.42874967640822
1244,2024-05-26,James,East,Keyboard,2,450,0.05,855.0,10,324.81806016134334
1245,2024-05-27,Amara,West,Keyboard,1,75,0.15,63.75,100,17.33521626197811
1246,2024-12-17,Zara,North,Tablet,3,450,0.1,1215.0,100,502.9508591246651
1247,2024-07-17,John,North,Tablet,5,800,0.1,3600.0,50,1240.5775896259538
1248,2024-11-03,Amara,North,Keyboard,6,75,0.15,382.5,20,160.56381337368603
1249,2024-05-07,Priya,East,Keyboard,3,45,0.0,135.0,0,45.501965105517165
1250,2024-02-08,Lucy,South,Monitor,2,25,0.05,47.5,20,8.995853601068745
1251,2024-12-03,James,East,Phone,4,25,0.05,95.0,0,23.07621376649789
1252,2024-12-25,Amara,East,Tablet,3,450,0.0,1350.0,0,284.22695404224504
1253,2024-05-08,John,South,Phone,7,25,0.15,148.75,0,62.86888246061499
1254,2024-09-23,Priya,West,Monitor,7,75,0.05,498.75,50,188.5873600678896
1255,2024-05-30,Kwame,North,Keyboard,7,120,0.15,714.0,100,251.98453062052334
1256,2024-10-24,John,West,Headset,4,75,0.15,255.0,0,61.27392345181906
1257,2024-04-08,Lucy,North,Phone,7,120,0.1,756.0,100,155.14135430098844
1258,2024-09-19,John,East,Keyboard,5,45,0.0,225.0,0,84.81044843925156
1259,2024-09-08,Priya,North,Keyboard,3,250,0.15,637.5,0,186.307707149374
1260,2024-05-23,John,East,Laptop,7,120,0.2,672.0,100,146.31917371356684
1261,2024-12-11,Priya,West,Phone,1,25,0.0,25.0,50,8.374664836239564
1262,2024-04-21,Amara,East,Headset,4,75,0.05,285.0,20,46.19854435783765
1263,2024-02-29,Chen,West,Phone,5,45,0.1,202.5,0,50.189842938291406
1264,2024-01-02,Priya,South,Keyboard,1,25,0.05,23.75,0,6.900968586461834
1265,2024-10-30,Priya,South,Headset,1,45,0.05,42.75,100,8.31006563495313
1266,2024-09-10,James,South,Monitor,1,250,0.0,250.0,100,111.34908581931296
1267,2024-05-19,Priya,East,Laptop,1,800,0.05,760.0,0,161.67419912643206
1268,2024-02-06,Priya,South,Keyboard,3,75,0.15,191.25,20,36.16651083623236
1269,2024-06-08,Kwame,North,Tablet,7,450,0.05,2992.5,0,631.5984330319612
1270,2024-01-09,Chen,West,Tablet,6,75,0.1,405.0,100,154.1909276789065
1271,2024-08-20,Amara,West,Laptop,3,250,0.1,675.0,100,187.41489600254818
1272,2024-04-08,Lucy,North,Monitor,3,75,0.2,180.0,0,57.53246074663706
1273,2024-05-26,James,East,Keyboard,5,450,0.1,2025.0,20,316.51306286921414
1274,2024-10-30,Kwame,East,Phone,5,120,0.05,570.0,10,91.38775376603678
1275,2024-07-26,Zara,West,Laptop,7,45,0.1,283.5,0,80.44246301278774
1276,2024-05-10,Chen,South,Monitor,6,450,0.0,2700.0,0,1066.490746993315
1277,2024-05-31,Amara,East,Phone,5,25,0.1,112.5,100,46.75181215638033
1278,2024-02-23,Amara,East,Tablet,7,250,0.15,1487.5,0,261.8178057895544
1279,2024-04-29,Zara,North,Tablet,7,120,0.0,840.0,0,261.66750172945774
1280,2024-06-09,Lucy,North,Phone,2,25,0.2,40.0,100,16.95875623535125
1281,2024-04-25,Priya,South,Laptop,6,25,0.15,127.5,0,33.964957855719156
1282,2024-03-15,Kwame,East,Tablet,5,250,0.05,1187.5,10,473.65782744635635
1283,2024-04-22,John,East,Keyboard,6,120,0.05,684.0,0,130.0343482827643
1284,2024-04-13,James,North,Headset,3,800,0.05,2280.0,50,981.8098309327744
1285,2024-12-05,John,East,Phone,3,25,0.15,63.75,0,23.933470947786166
1286,2024-09-10,Zara,West,Phone,6,25,0.15,127.5,0,55.131040524099
1287,2024-08-14,Amara,North,Tablet,2,120,0.15,204.0,20,72.0089746934134
1288,2024-04-21,Lucy,South,Laptop,2,75,0.0,150.0,20,38.85317693997422
1289,2024-04-08,Amara,North,Keyboard,6,25,0.0,150.0,0,64.71815276361251
1290,2024-06-01,James,East,Laptop,5,45,0.05,213.75,100,49.73321953082608
1291,2024-12-14,Amara,South,Monitor,4,120,0.1,432.0,20,107.84955885920054
1292,2024-12-31,Amara,North,Monitor,2,25,0.05,47.5,0,17.111519956524802
1293,2024-12-03,James,West,Headset,1,250,0.2,200.0,20,75.91897797152318
1294,2024-07-12,Kwame,West,Tablet,3,450,0.0,1350.0,20,578.9084109589073
1295,2024-11-05,Kwame,North,Tablet,6,45,0.15,229.5,0,48.525645863520026
1296,2024-06-11,James,West,Tablet,1,450,0.0,450.0,100,175.22973475459526
1297,2024-07-26,Lucy,West,Headset,6,450,0.15,2295.0,10,852.7389577638094
1298,2024-06-17,Zara,West,Monitor,7,25,0.2,140.0,20,23.67937136265111
1299,2024-06-09,Chen,South,Laptop,3,45,0.2,108.0,50,28.746029775210708
1300,2024-03-08,Amara,West,Headset,3,45,0.0,135.0,20,31.70200101093399
1301,2024-10-15,Lucy,West,Headset,2,75,0.15,127.5,10,30.771758731541663
1302,2024-10-03,Amara,West,Laptop,2,450,0.2,720.0,0,320.31652598381544
1303,2024-10-30,Chen,South,Tablet,1,45,0.05,42.75,10,14.656120327880078
1304,2024-05-14,Zara,North,Keyboard,7,75,0.05,498.75,0,182.19479510985238
1305,2024-07-13,Kwame,East,Laptop,6,120,0.15,612.0,0,271.1069982110357
1306,2024-05-07,Lucy,West,Monitor,7,75,0.0,525.0,0,138.1592807370781
1307,2024-02-02,Priya,North,Phone,3,250,0.2,600.0,0,234.33123032150507
1308,2024-06-24,Priya,West,Phone,1,800,0.0,800.0,0,224.28743119307893
1309,2024-01-22,Chen,South,Headset,4,25,0.05,95.0,0,39.031709646726924
1310,2024-08-25,Priya,North,Phone,1,120,0.2,96.0,50,19.60293718976553
1311,2024-06-06,Kwame,South,Keyboard,5,800,0.0,4000.0,0,1737.2234124771358
1312,2024-02-07,Chen,West,Tablet,1,800,0.1,720.0,0,155.25468901675
1313,2024-08-17,Kwame,West,Monitor,7,120,0.15,714.0,20,176.97643259531554
1314,2024-12-30,Zara,South,Keyboard,5,250,0.15,1062.5,50,400.41127462153634
1315,2024-02-20,Amara,East,Monitor,5,75,0.1,337.5,50,90.49270808349743
1316,2024-09-20,Zara,South,Monitor,5,25,0.05,118.75,20,39.48003029730466
1317,2024-10-09,Zara,West,Tablet,4,75,0.2,240.0,0,68.00929207699886
1318,2024-01-27,Kwame,South,Headset,1,45,0.15,38.25,50,14.256195028105248
1319,2024-08-13,Chen,East,Phone,7,75,0.1,472.5,0,103.24095502325059
1320,2024-10-03,Chen,South,Tablet,1,120,0.1,108.0,0,18.094038786474815
1321,2024-10-12,Priya,East,Keyboard,4,25,0.05,95.0,100,22.79798782798239
1322,2024-04-06,John,East,Headset,3,75,0.05,213.75,20,62.4775431346881
1323,2024-10-10,Amara,South,Keyboard,2,25,0.0,50.0,0,10.020300782890178
